Matches,SubMatches,GradientMatches,Keypoint,SubKeypoint,GradientKeypoint,Class
11,605,55.0,574,84,0.1463,1
209,5,0.0239,307,7,0.0228,0
16,233,14.5625,643,295,0.4588,1
2,1,0.5,231,24,0.1039,0
2516,63,0.025,3424,146,0.0426,0
2369,147,0.0621,3458,34,0.0098,0
33,2553,77.3636,1222,2340,1.9149,1
358,27,0.0754,465,12,0.0258,0
246,127,0.5163,423,58,0.1371,0
19,389,20.4737,84,432,5.1429,1
181,7,0.0387,242,21,0.0868,0
156,5,0.0321,205,11,0.0537,0
148,8,0.0541,191,14,0.0733,0
6,135,22.5,468,290,0.6197,1
218,11,0.0505,382,48,0.1257,0
615,9,0.0146,906,42,0.0464,0
709,30,0.0423,1087,87,0.08,0
869,78,0.0898,1138,26,0.0228,0
14,835,59.6429,456,683,1.4978,1
498,7,0.0141,719,11,0.0153,0
578,12,0.0208,847,5,0.0059,0
649,11,0.0169,944,1,0.0011,0
622,6,0.0096,930,50,0.0538,0
666,44,0.0661,939,9,0.0096,0
654,13,0.0199,956,20,0.0209,0
672,7,0.0104,938,20,0.0213,0
670,7,0.0104,917,2,0.0022,0
706,4,0.0057,939,12,0.0128,0
47,652,13.8723,36,884,24.5556,1
28,1489,53.1786,1847,165,0.0893,1
790,174,0.2203,1528,26,0.017,0
906,107,0.1181,1689,122,0.0722,0
965,66,0.0684,1711,4,0.0023,0
190,70,0.3684,777,4,0.0051,0
147,43,0.2925,620,157,0.2532,0
2,65,32.5,1118,517,0.4624,1
1304,53,0.0406,1820,61,0.0335,0
39,1202,30.8205,222,1524,6.8649,1
316,64,0.2025,520,29,0.0558,0
277,79,0.2852,515,19,0.0369,0
330,47,0.1424,510,28,0.0549,0
20,363,18.15,7,585,83.5714,1
789,76,0.0963,1671,9,0.0054,0
751,36,0.0479,1733,53,0.0306,0
736,31,0.0421,1682,38,0.0226,0
783,23,0.0294,1735,24,0.0138,0
707,16,0.0226,1529,27,0.0177,0
26,701,26.9615,887,699,0.788,1
165,3,0.0182,236,2,0.0085,0
176,3,0.017,253,0,0.0,0
201,11,0.0547,291,7,0.0241,0
193,16,0.0829,294,11,0.0374,0
203,10,0.0493,271,23,0.0849,0
216,18,0.0833,316,6,0.019,0
240,23,0.0958,344,11,0.032,0
229,18,0.0786,331,16,0.0483,0
229,7,0.0306,329,0,0.0,0
37,213,5.7568,1560,1206,0.7731,1
295,293,0.9932,374,5,0.0134,0
305,25,0.082,398,7,0.0176,0
313,5,0.016,394,7,0.0178,0
11,331,30.0909,386,17,0.044,1
162,23,0.142,332,43,0.1295,0
187,10,0.0535,344,12,0.0349,0
265,20,0.0755,465,2,0.0043,0
28,337,12.0357,457,130,0.2845,1
418,9,0.0215,555,4,0.0072,0
467,15,0.0321,601,2,0.0033,0
447,20,0.0447,571,30,0.0525,0
441,18,0.0408,593,34,0.0573,0
419,11,0.0263,552,5,0.0091,0
26,375,14.4231,115,433,3.7652,1
41,4,0.0976,51,3,0.0588,0
3,25,8.3333,705,663,0.9404,1
784,115,0.1467,866,25,0.0289,0
685,99,0.1445,838,28,0.0334,0
27,658,24.3704,431,407,0.9443,1
62,9,0.1452,133,12,0.0902,0
61,1,0.0164,144,11,0.0764,0
64,4,0.0625,157,17,0.1083,0
980,481,0.4908,1472,7,0.0048,0
1199,237,0.1977,2084,64,0.0307,0
834,365,0.4376,1578,506,0.3207,0
826,8,0.0097,1325,253,0.1909,0
951,6,0.0063,1386,15,0.0108,0
940,11,0.0117,1365,21,0.0154,0
972,82,0.0844,1369,32,0.0234,0
988,328,0.332,1360,15,0.011,0
914,55,0.0602,1359,37,0.0272,0
866,19,0.0219,1385,146,0.1054,0
762,11,0.0144,1246,299,0.24,0
851,10,0.0118,1432,172,0.1201,0
689,720,1.045,1665,227,0.1363,0
750,9,0.012,1081,44,0.0407,0
802,44,0.0549,1154,32,0.0277,0
145,656,4.5241,653,816,1.2496,1
14,977,69.7857,374,805,2.1524,1
5,1,0.2,15,2,0.1333,0
7,1,0.1429,12,7,0.5833,0
49,0,0.0,91,21,0.2308,0
85,3,0.0353,141,13,0.0922,0
198,44,0.2222,499,145,0.2906,0
579,11,0.019,757,45,0.0594,0
535,44,0.0822,747,10,0.0134,0
111,11,0.0991,200,0,0.0,0
2,34,17.0,12,68,5.6667,1
3,18,6.0,17,2,0.1176,1
140,15,0.1071,258,21,0.0814,0
163,7,0.0429,268,4,0.0149,0
15,123,8.2,504,221,0.4385,1
89,4,0.0449,120,16,0.1333,0
138,12,0.087,173,13,0.0751,0
88,35,0.3977,142,48,0.338,0
117,3,0.0256,157,7,0.0446,0
134,4,0.0299,170,2,0.0118,0
136,11,0.0809,161,16,0.0994,0
12,121,10.0833,547,379,0.6929,1
276,29,0.1051,367,12,0.0327,0
296,7,0.0236,395,11,0.0278,0
299,7,0.0234,399,4,0.01,0
340,9,0.0265,411,7,0.017,0
7,333,47.5714,25,386,15.44,1
378,23,0.0608,522,10,0.0192,0
260,64,0.2462,418,15,0.0359,0
290,24,0.0828,464,29,0.0625,0
308,15,0.0487,444,7,0.0158,0
11,297,27.0,209,235,1.1244,1
543,26,0.0479,784,6,0.0077,0
154,87,0.5649,305,120,0.3934,0
137,17,0.1241,251,54,0.2151,0
36,101,2.8056,132,119,0.9015,1
1200,51,0.0425,1601,15,0.0094,0
1285,9,0.007,1670,49,0.0293,0
1256,8,0.0064,1640,40,0.0244,0
1231,22,0.0179,1662,0,0.0,0
1197,8,0.0067,1605,65,0.0405,0
1264,5,0.004,1644,31,0.0189,0
9,1219,135.4444,2477,873,0.3524,1
1826,71,0.0389,2423,63,0.026,0
1831,36,0.0197,2486,38,0.0153,0
1894,30,0.0158,2539,21,0.0083,0
1895,108,0.057,2558,21,0.0082,0
1783,70,0.0393,2449,4,0.0016,0
1766,13,0.0074,2483,23,0.0093,0
1813,47,0.0259,2483,0,0.0,0
1825,10,0.0055,2485,53,0.0213,0
59,1841,31.2034,2143,295,0.1377,1
724,19,0.0262,881,27,0.0306,0
754,2,0.0027,943,41,0.0435,0
766,9,0.0117,1017,16,0.0157,0
721,30,0.0416,917,8,0.0087,0
644,17,0.0264,857,5,0.0058,0
527,29,0.055,744,60,0.0806,0
517,18,0.0348,694,3,0.0043,0
632,28,0.0443,751,4,0.0053,0
628,50,0.0796,758,10,0.0132,0
598,12,0.0201,863,17,0.0197,0
603,49,0.0813,847,72,0.085,0
580,42,0.0724,824,8,0.0097,0
565,21,0.0372,791,43,0.0544,0
593,72,0.1214,788,9,0.0114,0
580,48,0.0828,758,14,0.0185,0
671,18,0.0268,749,13,0.0174,0
431,205,0.4756,705,52,0.0738,0
576,1,0.0017,750,26,0.0347,0
658,36,0.0547,755,38,0.0503,0
688,58,0.0843,763,13,0.017,0
586,36,0.0614,754,15,0.0199,0
592,6,0.0101,762,8,0.0105,0
655,31,0.0473,759,20,0.0264,0
461,38,0.0824,537,4,0.0074,0
459,15,0.0327,594,1,0.0017,0
551,15,0.0272,708,7,0.0099,0
603,26,0.0431,765,4,0.0052,0
21,633,30.1429,2614,1783,0.6821,1
