Matches,SubMatches,GradientMatches,Keypoint,SubKeypoint,GradientKeypoint,Class
208,1,0.0048,239,2,0.0084,0
207,4,0.0193,244,8,0.0328,0
235,5,0.0213,246,3,0.0122,0
9,124,13.7778,154,22,0.1429,1
270,10,0.037,449,16,0.0356,0
272,19,0.0699,414,21,0.0507,0
190,115,0.6053,491,74,0.1507,0
281,164,0.5836,454,6,0.0132,0
283,183,0.6466,413,34,0.0823,0
389,125,0.3213,416,4,0.0096,0
10,215,21.5,173,211,1.2197,1
11,65,5.9091,114,36,0.3158,1
3,113,37.6667,347,227,0.6542,1
103,341,3.3107,385,66,0.1714,0
127,249,1.9606,466,81,0.1738,0
42,403,9.5952,360,97,0.2694,1
152,135,0.8882,154,1,0.0065,0
2,150,75.0,43,111,2.5814,1
589,32,0.0543,851,17,0.02,0
13,707,54.3846,57,679,11.9123,1
138,125,0.9058,150,2,0.0133,0
45,96,2.1333,137,8,0.0584,1
22,38,1.7273,72,11,0.1528,0
75,1,0.0133,77,1,0.013,0
63,6,0.0952,70,1,0.0143,0
69,21,0.3043,100,17,0.17,0
76,20,0.2632,92,7,0.0761,0
8,66,8.25,137,37,0.2701,1
36,3,0.0833,58,3,0.0517,0
66,24,0.3636,65,2,0.0308,0
57,17,0.2982,72,12,0.1667,0
63,22,0.3492,104,19,0.1827,0
54,3,0.0556,93,9,0.0968,0
3,55,18.3333,40,69,1.725,1
29,337,11.6207,206,177,0.8592,1
158,69,0.4367,158,0,0.0,0
9,5,0.5556,22,8,0.3636,0
13,3,0.2308,41,42,1.0244,0
21,3,0.1429,33,1,0.0303,0
26,14,0.5385,36,4,0.1111,0
43,14,0.3256,44,0,0.0,0
128,33,0.2578,267,2,0.0075,0
264,56,0.2121,262,7,0.0267,0
14,172,12.2857,57,192,3.3684,1
23,149,6.4783,278,8,0.0288,0
14,168,12.0,288,7,0.0243,1
163,149,0.9141,309,21,0.068,0
263,44,0.1673,346,18,0.052,0
11,252,22.9091,464,118,0.2543,1
15,179,11.9333,156,42,0.2692,1
9,291,32.3333,149,313,2.1007,1
48,479,9.9792,321,217,0.676,1
32,259,8.0938,225,77,0.3422,1
212,180,0.8491,220,5,0.0227,0
23,195,8.4783,175,43,0.2457,1
19,225,11.8421,342,92,0.269,1
141,83,0.5887,151,2,0.0132,0
13,109,8.3846,48,75,1.5625,1
122,32,0.2623,183,24,0.1311,0
42,96,2.2857,274,24,0.0876,1
57,102,1.7895,183,89,0.4863,1
22,96,4.3636,260,73,0.2808,1
292,161,0.5514,295,2,0.0068,0
44,206,4.6818,335,79,0.2358,1
220,20,0.0909,328,3,0.0091,0
207,97,0.4686,333,19,0.0571,0
187,72,0.385,391,48,0.1228,0
239,81,0.3389,353,6,0.017,0
7,240,34.2857,673,328,0.4874,1
325,28,0.0862,431,2,0.0046,0
3,582,194.0,27,561,20.7778,1
27,307,11.3704,389,54,0.1388,1
43,513,11.9302,648,92,0.142,1
124,419,3.379,729,167,0.2291,1
11,278,25.2727,74,215,2.9054,1
1,11,11.0,11,10,0.9091,1
288,250,0.8681,404,17,0.0421,0
228,82,0.3596,316,2,0.0063,0
321,16,0.0498,432,17,0.0394,0
427,106,0.2482,432,0,0.0,0
535,327,0.6112,553,7,0.0127,0
206,197,0.9563,568,94,0.1655,0
567,361,0.6367,567,1,0.0018,0
292,275,0.9418,511,56,0.1096,0
327,99,0.3028,418,27,0.0646,0
408,81,0.1985,430,12,0.0279,0
419,11,0.0263,427,3,0.007,0
15,410,27.3333,156,274,1.7564,1
4,119,29.75,309,120,0.3883,1
286,80,0.2797,308,4,0.013,0
18,268,14.8889,236,72,0.3051,1
96,286,2.9792,463,81,0.1749,1
91,201,2.2088,297,1,0.0034,1
225,58,0.2578,275,23,0.0836,0
141,29,0.2057,215,7,0.0326,0
170,10,0.0588,210,2,0.0095,0
15,150,10.0,395,191,0.4835,1
699,39,0.0558,725,9,0.0124,0
692,13,0.0188,697,1,0.0014,0
693,1,0.0014,698,1,0.0014,0
702,1,0.0014,702,4,0.0057,0
594,22,0.037,610,15,0.0246,0
631,0,0.0,631,0,0.0,0
11,620,56.3636,211,420,1.9905,1
563,4,0.0071,577,4,0.0069,0
472,110,0.2331,584,11,0.0188,0
437,123,0.2815,604,23,0.0381,0
599,2,0.0033,617,7,0.0113,0
553,110,0.1989,593,0,0.0,0
19,576,30.3158,187,411,2.1979,1
3,77,25.6667,395,315,0.7975,1
19,423,22.2632,492,108,0.2195,1
38,132,3.4737,143,113,0.7902,1
311,46,0.1479,475,16,0.0337,0
250,142,0.568,454,57,0.1256,0
13,276,21.2308,286,16,0.0559,1
179,166,0.9274,267,19,0.0712,0
10,251,25.1,444,175,0.3941,1
8,72,9.0,21,82,3.9048,1
180,158,0.8778,249,11,0.0442,0
32,164,5.125,240,41,0.1708,1
36,118,3.2778,1339,1077,0.8043,1
86,1407,16.3605,1100,395,0.3591,1
339,0,0.0,363,4,0.011,0
32,307,9.5938,344,19,0.0552,1
46,273,5.9348,337,26,0.0772,0
311,265,0.8521,342,5,0.0146,0
45,288,6.4,413,59,0.1429,0
48,333,6.9375,374,46,0.123,0
377,26,0.069,378,3,0.0079,0
25,352,14.08,540,162,0.3,1
175,37,0.2114,231,15,0.0649,0
160,44,0.275,201,8,0.0398,0
112,48,0.4286,205,4,0.0195,0
163,46,0.2822,205,9,0.0439,0
88,53,0.6023,145,11,0.0759,0
16,72,4.5,47,98,2.0851,1
42,142,3.381,239,27,0.113,0
77,135,1.7532,230,14,0.0609,0
16,178,11.125,277,45,0.1625,1
130,114,0.8769,131,6,0.0458,0
104,84,0.8077,104,1,0.0096,0
98,80,0.8163,99,1,0.0101,0
4,94,23.5,13,86,6.6154,1
36,607,16.8611,329,321,0.9757,1
72,52,0.7222,141,6,0.0426,0
250,93,0.372,323,13,0.0402,0
12,312,26.0,402,78,0.194,1
106,12,0.1132,175,7,0.04,0
15,158,10.5333,154,18,0.1169,1
18,70,3.8889,139,39,0.2806,1
844,843,0.9988,846,1,0.0012,0
29,381,13.1379,373,492,1.319,1
98,51,0.5204,100,1,0.01,0
11,87,7.9091,160,60,0.375,0
135,74,0.5481,228,20,0.0877,0
175,101,0.5771,253,28,0.1107,0
161,14,0.087,304,51,0.1678,0
265,163,0.6151,428,2,0.0047,0
11,274,24.9091,289,1,0.0035,1
10,171,17.1,71,115,1.6197,1
26,139,5.3462,134,33,0.2463,1
63,4,0.0635,246,11,0.0447,0
72,3,0.0417,290,14,0.0483,0
14,174,12.4286,186,5,0.0269,1
218,200,0.9174,275,0,0.0,0
213,1,0.0047,280,2,0.0071,0
237,158,0.6667,309,2,0.0065,0
197,13,0.066,237,39,0.1646,0
9,194,21.5556,112,144,1.2857,1
532,12,0.0226,539,2,0.0037,0
571,293,0.5131,596,4,0.0067,0
559,186,0.3327,567,0,0.0,0
357,138,0.3866,563,2,0.0036,0
492,59,0.1199,585,25,0.0427,0
508,71,0.1398,610,23,0.0377,0
420,84,0.2,591,14,0.0237,0
583,103,0.1767,592,9,0.0152,0
574,117,0.2038,583,2,0.0034,0
15,551,36.7333,594,28,0.0471,1
27,12,0.4444,143,39,0.2727,0
52,278,5.3462,254,79,0.311,1
10,230,23.0,38,206,5.4211,1
39,285,7.3077,537,97,0.1806,0
54,556,10.2963,640,21,0.0328,1
297,3,0.0101,298,1,0.0034,0
297,1,0.0034,297,1,0.0034,0
296,0,0.0,296,0,0.0,0
296,1,0.0034,297,1,0.0034,0
13,283,21.7692,225,74,0.3289,1
51,375,7.3529,602,38,0.0631,1
54,472,8.7407,526,16,0.0304,1
59,316,5.3559,668,137,0.2051,1
8,64,8.0,126,9,0.0714,0
125,117,0.936,127,1,0.0079,0
6,119,19.8333,63,64,1.0159,1
30,24,0.8,37,26,0.7027,0
57,155,2.7193,204,12,0.0588,0
180,20,0.1111,187,4,0.0214,0
185,129,0.6973,209,6,0.0287,0
19,257,13.5263,288,11,0.0382,1
117,18,0.1538,175,12,0.0686,0
2,92,46.0,288,186,0.6458,1
5,57,11.4,60,3,0.05,1
65,60,0.9231,66,0,0.0,0
101,96,0.9505,209,11,0.0526,0
276,166,0.6014,288,20,0.0694,0
120,55,0.4583,185,16,0.0865,0
114,31,0.2719,189,4,0.0212,0
159,91,0.5723,267,10,0.0375,0
51,117,2.2941,244,49,0.2008,0
29,414,14.2759,455,7,0.0154,1
580,24,0.0414,685,23,0.0336,0
642,74,0.1153,704,6,0.0085,0
614,36,0.0586,692,4,0.0058,0
573,7,0.0122,674,32,0.0475,0
568,6,0.0106,683,18,0.0264,0
546,33,0.0604,692,38,0.0549,0
591,45,0.0761,713,21,0.0295,0
564,2,0.0035,696,11,0.0158,0
617,51,0.0827,683,12,0.0176,0
547,18,0.0329,683,10,0.0146,0
545,6,0.011,686,18,0.0262,0
532,54,0.1015,674,18,0.0267,0
540,8,0.0148,673,12,0.0178,0
7,493,70.4286,240,377,1.5708,1
76,131,1.7237,169,43,0.2544,0
103,27,0.2621,170,1,0.0059,0
48,38,0.7917,117,81,0.6923,0
7,111,15.8571,165,44,0.2667,1
2,65,32.5,48,21,0.4375,1
1,42,42.0,68,24,0.3529,1
2,44,22.0,94,37,0.3936,1
32,11,0.3438,489,23,0.047,0
646,493,0.7632,648,1,0.0015,0
104,270,2.5962,265,412,1.5547,1
34,24,0.7059,37,136,3.6757,0
657,500,0.761,662,0,0.0,0
202,26,0.1287,704,3,0.0043,0
194,14,0.0722,558,36,0.0645,0
28,171,6.1071,595,19,0.0319,1
580,552,0.9517,586,9,0.0154,0
191,389,2.0366,589,3,0.0051,0
270,315,1.1667,630,14,0.0222,0
247,352,1.4251,576,53,0.092,0
554,19,0.0343,581,1,0.0017,0
560,10,0.0179,578,5,0.0087,0
180,431,2.3944,549,75,0.1366,0
531,15,0.0282,545,7,0.0128,0
5,408,81.6,544,113,0.2077,1
20,323,16.15,290,151,0.5207,1
5,22,4.4,32,34,1.0625,0
37,4,0.1081,39,1,0.0256,0
49,13,0.2653,58,1,0.0172,0
54,9,0.1667,64,5,0.0781,0
53,1,0.0189,67,3,0.0448,0
3,209,69.6667,359,133,0.3705,1
189,11,0.0582,240,3,0.0125,0
143,32,0.2238,207,35,0.1691,0
156,17,0.109,218,31,0.1422,0
155,80,0.5161,275,37,0.1345,0
231,81,0.3506,335,20,0.0597,0
260,6,0.0231,369,14,0.0379,0
7,301,43.0,293,97,0.3311,1
153,150,0.9804,306,16,0.0523,0
170,17,0.1,306,0,0.0,0
184,190,1.0326,384,4,0.0104,0
191,7,0.0366,399,15,0.0376,0
242,13,0.0537,455,19,0.0418,0
202,92,0.4554,525,35,0.0667,0
244,27,0.1107,484,32,0.0661,0
267,9,0.0337,451,3,0.0067,0
268,12,0.0448,457,23,0.0503,0
8,256,32.0,34,402,11.8235,1
27,339,12.5556,471,210,0.4459,1
235,208,0.8851,434,37,0.0853,0
374,205,0.5481,690,50,0.0725,0
681,307,0.4508,692,2,0.0029,0
13,164,12.6154,327,14,0.0428,1
82,163,1.9878,457,43,0.0941,0
285,203,0.7123,462,5,0.0108,0
18,426,23.6667,207,240,1.1594,1
434,110,0.2535,454,5,0.011,0
352,3,0.0085,508,25,0.0492,0
507,155,0.3057,506,2,0.004,0
415,17,0.041,548,8,0.0146,0
358,146,0.4078,485,39,0.0804,0
401,90,0.2244,492,12,0.0244,0
356,45,0.1264,463,29,0.0626,0
414,168,0.4058,594,11,0.0185,0
436,186,0.4266,653,21,0.0322,0
14,422,30.1429,325,328,1.0092,1
73,27,0.3699,396,29,0.0732,0
69,12,0.1739,377,35,0.0928,0
76,49,0.6447,256,171,0.668,0
39,6,0.1538,345,166,0.4812,0
442,428,0.9683,441,1,0.0023,0
13,393,30.2308,85,332,3.9059,1
1,28,28.0,32,7,0.2188,1
33,363,11.0,238,183,0.7689,1
41,140,3.4146,208,105,0.5048,0
1,14,14.0,16,1,0.0625,1
170,137,0.8059,170,5,0.0294,0
39,58,1.4872,330,129,0.3909,0
142,30,0.2113,234,3,0.0128,0
216,7,0.0324,223,8,0.0359,0
219,6,0.0274,231,3,0.013,0
14,204,14.5714,243,22,0.0905,1
191,406,2.1257,616,12,0.0195,0
4,82,20.5,89,5,0.0562,1
149,133,0.8926,161,5,0.0311,0
295,277,0.939,296,2,0.0068,0
64,222,3.4688,479,188,0.3925,1
165,152,0.9212,165,0,0.0,0
170,137,0.8059,178,2,0.0112,0
1,1,1.0,2,2,1.0,0
301,3,0.01,301,1,0.0033,0
316,154,0.4873,320,2,0.0063,0
285,104,0.3649,288,3,0.0104,0
360,18,0.05,390,9,0.0231,0
391,18,0.046,406,9,0.0222,0
542,216,0.3985,545,1,0.0018,0
542,2,0.0037,543,0,0.0,0
524,2,0.0038,529,2,0.0038,0
322,206,0.6398,493,37,0.0751,0
459,23,0.0501,496,8,0.0161,0
486,4,0.0082,484,9,0.0186,0
421,48,0.114,424,7,0.0165,0
428,0,0.0,429,1,0.0023,0
5,414,82.8,15,410,27.3333,1
121,71,0.5868,154,6,0.039,0
3,149,49.6667,483,331,0.6853,1
533,250,0.469,547,3,0.0055,0
35,498,14.2286,725,178,0.2455,1
167,158,0.9461,201,0,0.0,0
224,12,0.0536,383,16,0.0418,0
189,0,0.0,408,13,0.0319,0
370,120,0.3243,377,6,0.0159,0
271,24,0.0886,374,9,0.0241,0
285,4,0.014,380,8,0.0211,0
277,72,0.2599,351,11,0.0313,0
276,1,0.0036,355,4,0.0113,0
347,48,0.1383,379,8,0.0211,0
331,26,0.0785,367,5,0.0136,0
337,6,0.0178,363,17,0.0468,0
366,2,0.0055,373,2,0.0054,0
378,0,0.0,379,0,0.0,0
41,337,8.2195,386,7,0.0181,1
385,8,0.0208,393,1,0.0025,0
513,351,0.6842,521,6,0.0115,0
526,50,0.0951,532,0,0.0,0
519,30,0.0578,522,1,0.0019,0
518,1,0.0019,518,4,0.0077,0
489,28,0.0573,527,4,0.0076,0
523,0,0.0,525,4,0.0076,0
507,2,0.0039,509,2,0.0039,0
507,0,0.0,508,1,0.002,0
504,9,0.0179,506,1,0.002,0
170,336,1.9765,405,101,0.2494,1
387,9,0.0233,399,4,0.01,0
389,7,0.018,395,1,0.0025,0
401,0,0.0,402,1,0.0025,0
394,9,0.0228,394,1,0.0025,0
389,5,0.0129,396,1,0.0025,0
396,0,0.0,396,0,0.0,0
392,40,0.102,396,4,0.0101,0
66,326,4.9394,104,294,2.8269,1
1650,1520,0.9212,1717,10,0.0058,0
1664,4,0.0024,1742,26,0.0149,0
1705,22,0.0129,1753,13,0.0074,0
1744,0,0.0,1818,15,0.0083,0
19,1571,82.6842,875,756,0.864,1
199,124,0.6231,557,228,0.4093,0
548,104,0.1898,557,1,0.0018,0
462,86,0.1861,555,2,0.0036,0
480,106,0.2208,593,3,0.0051,0
514,51,0.0992,570,23,0.0404,0
527,13,0.0247,567,3,0.0053,0
458,91,0.1987,654,85,0.13,0
296,327,1.1047,401,226,0.5636,0
397,101,0.2544,403,2,0.005,0
360,37,0.1028,401,2,0.005,0
400,2,0.005,401,3,0.0075,0
3,397,132.3333,735,334,0.4544,1
233,125,0.5365,238,2,0.0084,0
195,60,0.3077,261,6,0.023,0
109,155,1.422,443,170,0.3837,1
334,63,0.1886,417,15,0.036,0
338,28,0.0828,573,27,0.0471,0
713,281,0.3941,714,3,0.0042,0
436,277,0.6353,700,14,0.02,0
9,349,38.7778,465,185,0.3978,1
285,496,1.7404,747,42,0.0562,0
424,62,0.1462,1034,118,0.1141,0
547,478,0.8739,1473,427,0.2899,0
820,273,0.3329,1802,329,0.1826,0
1508,332,0.2202,2629,490,0.1864,0
2153,24,0.0111,2866,49,0.0171,0
1710,95,0.0556,2342,39,0.0167,0
1768,58,0.0328,2337,5,0.0021,0
1654,287,0.1735,2057,5,0.0024,0
1643,13,0.0079,2048,1,0.0005,0
1959,267,0.1363,2087,23,0.011,0
881,298,0.3383,1058,23,0.0217,0
486,36,0.0741,550,27,0.0491,0
14,470,33.5714,188,297,1.5798,1
534,474,0.8876,532,10,0.0188,0
96,18,0.1875,820,157,0.1915,0
51,529,10.3725,803,214,0.2665,0
4,112,28.0,163,45,0.2761,1
11,148,13.4545,1185,1024,0.8641,1
293,237,0.8089,298,2,0.0067,0
53,330,6.2264,328,66,0.2012,1
8,179,22.375,378,189,0.5,1
22,234,10.6364,661,267,0.4039,1
37,462,12.4865,34,479,14.0882,1
1151,222,0.1929,1442,98,0.068,0
403,67,0.1663,485,53,0.1093,0
343,32,0.0933,390,44,0.1128,0
205,2,0.0098,234,11,0.047,0
82,6,0.0732,91,6,0.0659,0
44,4,0.0909,44,0,0.0,0
2,34,17.0,11,26,2.3636,1
247,34,0.1377,300,19,0.0633,0
24,278,11.5833,271,32,0.1181,1
353,74,0.2096,356,0,0.0,0
284,48,0.169,347,3,0.0086,0
243,53,0.2181,331,25,0.0755,0
38,199,5.2368,140,172,1.2286,1
69,60,0.8696,117,20,0.1709,0
44,35,0.7955,90,14,0.1556,0
82,38,0.4634,93,3,0.0323,0
5,7,1.4,6,12,2.0,0
3,2,0.6667,4,2,0.5,0
23,45,1.9565,54,15,0.2778,0
11,8,0.7273,11,1,0.0909,0
4,7,1.75,5,6,1.2,0
2,0,0.0,14,12,0.8571,0
5,142,28.4,245,97,0.3959,1
36,13,0.3611,465,54,0.1161,0
41,405,9.878,572,92,0.1608,0
41,374,9.122,418,130,0.311,1
383,58,0.1514,530,16,0.0302,0
8,443,55.375,182,331,1.8187,1
112,83,0.7411,138,14,0.1014,0
134,18,0.1343,171,9,0.0526,0
27,118,4.3704,109,74,0.6789,1
36,13,0.3611,144,26,0.1806,0
80,78,0.975,80,0,0.0,0
62,18,0.2903,82,2,0.0244,0
6,55,9.1667,94,21,0.2234,0
3,83,27.6667,141,29,0.2057,1
1,16,16.0,14,11,0.7857,1
88,320,3.6364,581,38,0.0654,1
632,432,0.6835,633,4,0.0063,0
65,390,6.0,708,95,0.1342,1
398,288,0.7236,686,2,0.0029,0
24,754,31.4167,331,455,1.3746,1
85,200,2.3529,303,18,0.0594,0
182,90,0.4945,242,31,0.1281,0
8,174,21.75,188,54,0.2872,1
876,111,0.1267,877,8,0.0091,0
781,75,0.096,873,9,0.0103,0
870,89,0.1023,882,9,0.0102,0
805,7,0.0087,812,3,0.0037,0
588,112,0.1905,763,44,0.0577,0
767,346,0.4511,790,6,0.0076,0
767,242,0.3155,770,1,0.0013,0
704,35,0.0497,719,7,0.0097,0
609,48,0.0788,734,11,0.015,0
8,565,70.625,1702,944,0.5546,1
451,33,0.0732,478,4,0.0084,0
308,130,0.4221,520,52,0.1,0
608,139,0.2286,744,20,0.0269,0
780,24,0.0308,781,0,0.0,0
760,20,0.0263,781,0,0.0,0
738,20,0.0271,793,7,0.0088,0
775,83,0.1071,793,4,0.005,0
599,29,0.0484,777,11,0.0142,0
697,46,0.066,780,2,0.0026,0
714,39,0.0546,765,8,0.0105,0
743,54,0.0727,784,13,0.0166,0
654,13,0.0199,685,15,0.0219,0
691,18,0.026,698,10,0.0143,0
3,476,158.6667,290,190,0.6552,1
156,26,0.1667,160,1,0.0063,0
22,134,6.0909,136,24,0.1765,0
20,59,2.95,91,13,0.1429,0
362,1,0.0028,383,2,0.0052,0
386,15,0.0389,389,4,0.0103,0
374,6,0.016,399,4,0.01,0
388,14,0.0361,390,9,0.0231,0
358,30,0.0838,386,4,0.0104,0
378,5,0.0132,389,3,0.0077,0
384,1,0.0026,394,5,0.0127,0
390,5,0.0128,394,3,0.0076,0
391,4,0.0102,390,2,0.0051,0
362,10,0.0276,400,14,0.035,0
360,3,0.0083,390,3,0.0077,0
393,13,0.0331,391,10,0.0256,0
325,1,0.0031,334,5,0.015,0
321,7,0.0218,341,3,0.0088,0
332,1,0.003,332,2,0.006,0
321,5,0.0156,337,1,0.003,0
324,3,0.0093,337,0,0.0,0
7,297,42.4286,624,322,0.516,1
150,124,0.8267,297,22,0.0741,0
263,2,0.0076,264,1,0.0038,0
299,9,0.0301,303,4,0.0132,0
296,11,0.0372,305,2,0.0066,0
284,14,0.0493,298,2,0.0067,0
264,37,0.1402,269,36,0.1338,0
26,255,9.8077,136,145,1.0662,1
30,245,8.1667,128,832,6.5,1
89,1,0.0112,89,2,0.0225,0
33,87,2.6364,34,86,2.5294,0
6,14,2.3333,21,1,0.0476,0
17,9,0.5294,370,114,0.3081,0
421,255,0.6057,429,3,0.007,0
14,278,19.8571,171,260,1.5205,1
79,894,11.3165,564,414,0.734,1
273,194,0.7106,707,143,0.2023,0
310,229,0.7387,642,41,0.0639,0
139,375,2.6978,504,12,0.0238,0
30,303,10.1,715,193,0.2699,1
114,15,0.1316,119,3,0.0252,0
12,143,11.9167,313,158,0.5048,1
788,151,0.1916,1162,23,0.0198,0
1159,371,0.3201,1167,5,0.0043,0
753,141,0.1873,945,9,0.0095,0
942,13,0.0138,965,1,0.001,0
1232,402,0.3263,1260,5,0.004,0
1242,4,0.0032,1265,4,0.0032,0
840,32,0.0381,1181,41,0.0347,0
805,75,0.0932,885,59,0.0667,0
619,83,0.1341,685,90,0.1314,0
523,96,0.1836,603,82,0.136,0
6,6,1.0,6,4,0.6667,0
22,55,2.5,96,15,0.1562,1
30,84,2.8,132,17,0.1288,1
34,4,0.1176,114,18,0.1579,0
110,89,0.8091,110,0,0.0,0
32,122,3.8125,169,16,0.0947,1
64,59,0.9219,76,65,0.8553,0
89,588,6.6067,719,39,0.0542,1
81,436,5.3827,387,133,0.3437,1
5,52,10.4,10,47,4.7,1
5,2,0.4,267,92,0.3446,0
25,240,9.6,180,86,0.4778,1
28,10,0.3571,203,8,0.0394,0
76,273,3.5921,357,1,0.0028,0
58,7,0.1207,431,19,0.0441,0
24,286,11.9167,347,31,0.0893,1
719,47,0.0654,724,1,0.0014,0
636,71,0.1116,713,6,0.0084,0
640,67,0.1047,709,1,0.0014,0
707,1,0.0014,711,1,0.0014,0
688,35,0.0509,689,2,0.0029,0
12,695,57.9167,293,414,1.413,1
162,460,2.8395,611,14,0.0229,1
352,117,0.3324,653,39,0.0597,0
703,104,0.1479,954,10,0.0105,0
634,96,0.1514,912,12,0.0132,0
607,19,0.0313,874,39,0.0446,0
481,359,0.7464,892,11,0.0123,0
5,267,53.4,3,413,137.6667,1
17,174,10.2353,243,46,0.1893,1
220,76,0.3455,224,6,0.0268,0
316,290,0.9177,320,3,0.0094,0
5,169,33.8,126,139,1.1032,1
324,92,0.284,478,17,0.0356,0
319,144,0.4514,456,13,0.0285,0
333,20,0.0601,517,12,0.0232,0
322,4,0.0124,475,7,0.0147,0
14,302,21.5714,56,418,7.4643,1
22,106,4.8182,273,60,0.2198,1
211,14,0.0664,322,23,0.0714,0
316,97,0.307,327,1,0.0031,0
134,47,0.3507,336,32,0.0952,0
6,320,53.3333,588,256,0.4354,1
13,155,11.9231,471,208,0.4416,1
99,227,2.2929,588,52,0.0884,0
418,319,0.7632,582,6,0.0103,0
98,320,3.2653,558,24,0.043,0
374,35,0.0936,554,8,0.0144,0
163,201,1.2331,492,13,0.0264,0
354,92,0.2599,489,7,0.0143,0
396,4,0.0101,474,11,0.0232,0
213,223,1.0469,432,32,0.0741,0
11,418,38.0,254,176,0.6929,1
3,34,11.3333,2,44,22.0,1
429,120,0.2797,931,54,0.058,0
583,346,0.5935,960,26,0.0271,0
3,156,52.0,322,59,0.1832,1
83,46,0.5542,117,27,0.2308,0
20,3,0.15,218,95,0.4358,0
9,188,20.8889,143,60,0.4196,1
139,116,0.8345,170,4,0.0235,0
2,95,47.5,28,107,3.8214,1
363,247,0.6804,369,4,0.0108,0
27,332,12.2963,301,59,0.196,1
234,27,0.1154,321,13,0.0405,0
195,7,0.0359,277,28,0.1011,0
134,61,0.4552,231,46,0.1991,0
133,38,0.2857,231,6,0.026,0
134,40,0.2985,143,3,0.021,0
280,102,0.3643,387,0,0.0,0
9,112,12.4444,201,11,0.0547,1
27,234,8.6667,268,41,0.153,0
32,106,3.3125,547,287,0.5247,1
150,76,0.5067,290,11,0.0379,0
228,92,0.4035,270,10,0.037,0
200,39,0.195,323,12,0.0372,0
27,259,9.5926,212,81,0.3821,1
105,2,0.019,116,3,0.0259,0
122,18,0.1475,127,8,0.063,0
296,20,0.0676,320,23,0.0719,0
312,8,0.0256,343,3,0.0087,0
308,4,0.013,343,0,0.0,0
311,2,0.0064,338,1,0.003,0
325,20,0.0615,354,3,0.0085,0
313,27,0.0863,348,2,0.0057,0
337,10,0.0297,371,11,0.0296,0
375,16,0.0427,405,1,0.0025,0
372,3,0.0081,411,6,0.0146,0
387,15,0.0388,403,8,0.0199,0
369,3,0.0081,406,6,0.0148,0
363,4,0.011,407,2,0.0049,0
378,14,0.037,415,6,0.0145,0
371,7,0.0189,405,10,0.0247,0
351,7,0.0199,388,5,0.0129,0
354,8,0.0226,404,25,0.0619,0
170,184,1.0824,600,196,0.3267,1
569,399,0.7012,593,7,0.0118,0
593,2,0.0034,596,1,0.0017,0
547,38,0.0695,586,11,0.0188,0
485,20,0.0412,575,5,0.0087,0
501,43,0.0858,578,8,0.0138,0
497,11,0.0221,595,26,0.0437,0
521,24,0.0461,587,8,0.0136,0
489,19,0.0389,583,16,0.0274,0
509,22,0.0432,597,7,0.0117,0
488,4,0.0082,594,8,0.0135,0
462,1,0.0022,565,20,0.0354,0
440,2,0.0045,524,13,0.0248,0
442,2,0.0045,543,19,0.035,0
429,97,0.2261,534,2,0.0037,0
521,90,0.1727,522,1,0.0019,0
533,84,0.1576,535,3,0.0056,0
361,72,0.1994,461,23,0.0499,0
170,229,1.3471,222,249,1.1216,1
477,91,0.1908,480,3,0.0063,0
428,24,0.0561,496,13,0.0262,0
405,12,0.0296,514,20,0.0389,0
498,81,0.1627,503,8,0.0159,0
431,31,0.0719,537,25,0.0466,0
443,12,0.0271,549,7,0.0128,0
483,7,0.0145,604,27,0.0447,0
507,8,0.0158,629,1,0.0016,0
9,308,34.2222,216,101,0.4676,1
148,482,3.2568,583,77,0.1321,0
110,295,2.6818,655,37,0.0565,0
388,213,0.549,661,31,0.0469,0
133,255,1.9173,661,0,0.0,0
4,511,127.75,1552,1024,0.6598,1
720,701,0.9736,720,0,0.0,0
605,4,0.0066,628,4,0.0064,0
600,10,0.0167,619,2,0.0032,0
533,16,0.03,625,10,0.016,0
586,41,0.07,597,0,0.0,0
7,365,52.1429,531,155,0.2919,1
29,296,10.2069,336,128,0.381,1
13,324,24.9231,310,32,0.1032,1
289,3,0.0104,399,6,0.015,0
282,140,0.4965,433,26,0.06,0
22,214,9.7273,126,245,1.9444,1
265,154,0.5811,397,31,0.0781,0
25,240,9.6,514,117,0.2276,1
47,12,0.2553,79,6,0.0759,0
89,59,0.6629,127,15,0.1181,0
149,105,0.7047,149,1,0.0067,0
82,7,0.0854,166,27,0.1627,0
23,59,2.5652,85,81,0.9529,0
54,17,0.3148,175,65,0.3714,0
153,4,0.0261,163,6,0.0368,0
154,0,0.0,154,2,0.013,0
89,115,1.2921,198,11,0.0556,0
244,5,0.0205,273,16,0.0586,0
220,60,0.2727,312,8,0.0256,0
233,32,0.1373,315,24,0.0762,0
305,72,0.2361,311,4,0.0129,0
205,81,0.3951,299,2,0.0067,0
221,61,0.276,327,5,0.0153,0
191,46,0.2408,302,36,0.1192,0
134,79,0.5896,308,3,0.0097,0
186,42,0.2258,296,18,0.0608,0
167,19,0.1138,297,1,0.0034,0
160,40,0.25,350,14,0.04,0
132,91,0.6894,318,3,0.0094,0
299,99,0.3311,310,7,0.0226,0
60,239,3.9833,345,35,0.1014,1
171,48,0.2807,253,28,0.1107,0
168,58,0.3452,354,9,0.0254,0
256,76,0.2969,342,0,0.0,0
272,31,0.114,347,6,0.0173,0
159,113,0.7107,333,14,0.042,0
169,55,0.3254,351,37,0.1054,0
